species,latitude,longitude,coordinate_uncertainty_m,basis_of_record,event_date
Pseudocheirus peregrinus,-37.818817,145.042939,,HUMAN_OBSERVATION,2015-12-28
Pseudocheirus peregrinus,-37.394167,144.265637,10.0,HUMAN_OBSERVATION,2021-03-20
Pseudocheirus peregrinus,-37.91728,146.30557,1000.0,OCCURRENCE,1991-02-07
Pseudocheirus peregrinus,-38.02857,146.62855,100.0,OCCURRENCE,2006-11-18
Pseudocheirus peregrinus,-37.9155,145.371,,MATERIAL_SAMPLE,2003-12-12
Pseudocheirus peregrinus,-37.391558,144.263895,10.0,HUMAN_OBSERVATION,2017-03-10
Pseudocheirus peregrinus,-37.64957,145.31848,100.0,OBSERVATION,1968-01-22
Pseudocheirus peregrinus,-37.36002,142.47194,10.0,OBSERVATION,2022-04-01
Pseudocheirus peregrinus,-37.42,145.6051,10.0,OBSERVATION,2023-07-17
Pseudocheirus peregrinus,-37.41883,144.17832,10.0,OBSERVATION,2023-04-28
Pseudocheirus peregrinus,-37.775512,145.036092,34.0,HUMAN_OBSERVATION,2022-01-30
Pseudocheirus peregrinus,-34.97338,138.638515,372.0,HUMAN_OBSERVATION,2026-01-14
Pseudocheirus peregrinus,-37.4119,145.6054,10.0,OBSERVATION,2023-07-24
Pseudocheirus peregrinus,-38.235332,142.072191,,HUMAN_OBSERVATION,2017-05-05
Pseudocheirus peregrinus,-34.755272,146.580677,20.0,HUMAN_OBSERVATION,2023-08-23
Pseudocheirus peregrinus,-38.029609,141.143653,61.0,HUMAN_OBSERVATION,2024-04-12
Pseudocheirus peregrinus,-38.29014,147.30963,900.0,OBSERVATION,1978-09-23
Pseudocheirus peregrinus,-37.848446,144.963971,5.0,HUMAN_OBSERVATION,2026-04-05
Pseudocheirus peregrinus,-37.4195,145.6039,10.0,OBSERVATION,2023-07-17
Pseudocheirus peregrinus,-34.90525,138.60493,50.0,HUMAN_OBSERVATION,2024-03-07
Pseudocheirus peregrinus,-37.38407,142.55255,10.0,OBSERVATION,2024-01-05
Pseudocheirus peregrinus,-29.257759,153.239949,500.0,HUMAN_OBSERVATION,2009-12-02
Pseudocheirus peregrinus,-37.79083,144.29163,50.0,OCCURRENCE,2018-03-15
Pseudocheirus peregrinus,-37.684682,145.068753,,HUMAN_OBSERVATION,2025-03-17
Pseudocheirus peregrinus,-38.21551,146.42319,10.0,OCCURRENCE,2023-10-02
Pseudocheirus peregrinus,-28.853948,153.583885,500.0,HUMAN_OBSERVATION,2024-10-31
Pseudocheirus peregrinus,-37.394025,144.263525,10.0,HUMAN_OBSERVATION,2022-02-26
Pseudocheirus peregrinus,-38.3565,143.9543,10.0,OCCURRENCE,2023-11-01
Pseudocheirus peregrinus,-28.543759,153.491777,400.0,HUMAN_OBSERVATION,2017-12-12
Pseudocheirus peregrinus,-37.90918,146.24742,100.0,OBSERVATION,2012-05-16
Pseudocheirus peregrinus,-38.38526,146.92285,100.0,OCCURRENCE,1992-12-18
Pseudocheirus peregrinus,-36.09599,145.6299,100.0,OBSERVATION,1995-03-02
Pseudocheirus peregrinus,-37.49966,142.03998,100.0,OCCURRENCE,2008-02-06
Pseudocheirus peregrinus,-35.226039,147.349151,10.0,HUMAN_OBSERVATION,2025-09-16
Pseudocheirus peregrinus,-28.707406,153.594862,100.0,HUMAN_OBSERVATION,1990-08-16
Pseudocheirus peregrinus,-27.411653,153.040864,4.0,HUMAN_OBSERVATION,2024-09-30
Pseudocheirus peregrinus,-37.81043,145.68095,10.0,OBSERVATION,2022-03-29
Pseudocheirus peregrinus,-37.03051,147.26631,20.0,OBSERVATION,2018-04-06
Pseudocheirus peregrinus,-27.379189,153.037795,2.0,HUMAN_OBSERVATION,2021-09-22
Pseudocheirus peregrinus,-37.44381,144.3756,10.0,OCCURRENCE,2024-05-23
Pseudocheirus peregrinus,-38.264177,144.489575,4.0,HUMAN_OBSERVATION,2025-12-08
Pseudocheirus peregrinus,-37.80325,144.20244,10.0,OCCURRENCE,2024-04-09
Pseudocheirus peregrinus,-37.8664,145.6348,500.0,OCCURRENCE,2014-08-25
Pseudocheirus peregrinus,-30.295207,153.114302,30.0,HUMAN_OBSERVATION,2021-12-12
Pseudocheirus peregrinus,-37.64124,148.34726,900.0,OCCURRENCE,1979-08-13
Pseudocheirus peregrinus,-21.07268,148.48126,100.0,OCCURRENCE,2008-08-05
Pseudocheirus peregrinus,-35.111875,147.35935,,HUMAN_OBSERVATION,2020-04-28
Pseudocheirus peregrinus,-37.9311,145.28023,100.0,OCCURRENCE,2002-05-24
Pseudocheirus peregrinus,-37.392137,144.26748,10.0,HUMAN_OBSERVATION,2025-03-28
Pseudocheirus peregrinus,-37.39161,144.26659,10.0,HUMAN_OBSERVATION,2017-04-17
Pseudocheirus peregrinus,-36.84838,146.11366,5.0,OCCURRENCE,2024-02-12
Pseudocheirus peregrinus,-38.131941,145.266011,66.0,HUMAN_OBSERVATION,2021-01-19
Pseudocheirus peregrinus,-27.538822,153.031661,,HUMAN_OBSERVATION,2019-05-05
Pseudocheirus peregrinus,-37.32844,145.89784,10.0,OCCURRENCE,2021-04-21
Pseudocheirus peregrinus,-27.683379,153.01942,15.0,OCCURRENCE,2014-01-18
Pseudocheirus peregrinus,-36.093045,144.680057,,HUMAN_OBSERVATION,2024-10-12
Pseudocheirus peregrinus,-38.92024,146.30136,10.0,OCCURRENCE,2020-04-02
Pseudocheirus peregrinus,-37.34682,145.5897,10.0,OCCURRENCE,2019-09-09
Pseudocheirus peregrinus,-37.825451,145.161795,10.0,HUMAN_OBSERVATION,2022-11-03
Pseudocheirus peregrinus,-37.91148,145.37318,10.0,OCCURRENCE,2015-04-08
Pseudocheirus peregrinus,-38.05681,146.3263,900.0,OBSERVATION,1982-04-19
Pseudocheirus peregrinus,-27.55305,152.953842,6.0,HUMAN_OBSERVATION,2026-03-21
Pseudocheirus peregrinus,-38.81912,145.91332,140.0,OBSERVATION,1986-03-08
Pseudocheirus peregrinus,-37.886752,144.993262,9.0,HUMAN_OBSERVATION,2022-11-19
Pseudocheirus peregrinus,-37.4195,145.6042,10.0,OBSERVATION,2023-07-17
Pseudocheirus peregrinus,-34.918827,138.660126,,HUMAN_OBSERVATION,2014-10-08
Pseudocheirus peregrinus,-28.79018,153.392246,30.0,HUMAN_OBSERVATION,2024-08-10
Pseudocheirus peregrinus,-37.74748,145.64315,100.0,OCCURRENCE,1988-12-14
Pseudocheirus peregrinus,-37.9204,145.3576,,HUMAN_OBSERVATION,2025-05-01
Pseudocheirus peregrinus,-29.194467,153.127339,10.0,HUMAN_OBSERVATION,2003-10-29
Pseudocheirus peregrinus,-35.005864,138.645126,,HUMAN_OBSERVATION,2020-03-06
Pseudocheirus peregrinus,-27.548643,153.038165,,HUMAN_OBSERVATION,2021-02-26
Pseudocheirus peregrinus,-37.4121,145.6103,10.0,OBSERVATION,2023-07-24
Pseudocheirus peregrinus,-37.58729,145.37651,100.0,OBSERVATION,1980-10-31
Pseudocheirus peregrinus,-37.58571,145.67479,10.0,OCCURRENCE,2019-09-30
Pseudocheirus peregrinus,-37.7241,145.49834,100.0,OCCURRENCE,1988-12-06
Pseudocheirus peregrinus,-28.690686,153.512803,30.0,HUMAN_OBSERVATION,2021-11-18
Pseudocheirus peregrinus,-38.41773,144.94461,100.0,OBSERVATION,1988-06-11
Pseudocheirus peregrinus,-37.25364,144.61194,5.0,OCCURRENCE,2024-06-04
Pseudocheirus peregrinus,-37.38526,145.89332,10.0,OBSERVATION,2018-08-02
Pseudocheirus peregrinus,-37.54093,145.50329,10.0,OBSERVATION,2022-05-18
Pseudocheirus peregrinus,-37.39396,144.26363,10.0,OBSERVATION,2014-01-26
Pseudocheirus peregrinus,-37.74231,145.37654,100.0,OBSERVATION,2000-02-22
Pseudocheirus peregrinus,-38.20515,145.11049,100.0,OBSERVATION,1988-02-08
Pseudocheirus peregrinus,-41.465162,147.084663,1850.0,OBSERVATION,1978-12-21
Pseudocheirus peregrinus,-37.88247,146.24492,10.0,OBSERVATION,2021-02-08
Pseudocheirus peregrinus,-34.91707,138.59194,50.0,HUMAN_OBSERVATION,2024-03-06
Pseudocheirus peregrinus,-38.22351,144.07634,900.0,OBSERVATION,1976-03-23
Pseudocheirus peregrinus,-37.57155,145.34628,100.0,OCCURRENCE,1996-10-18
Pseudocheirus peregrinus,-30.282619,150.182709,5.0,HUMAN_OBSERVATION,2023-01-10
Pseudocheirus peregrinus,-37.831092,145.248672,6.0,HUMAN_OBSERVATION,2021-02-11
Pseudocheirus peregrinus,-37.5701,144.3684,150.0,OCCURRENCE,2025-06-06
Pseudocheirus peregrinus,-28.676129,153.322632,30.0,HUMAN_OBSERVATION,2024-05-13
Pseudocheirus peregrinus,-34.90509,138.58511,50.0,HUMAN_OBSERVATION,2024-03-06
Pseudocheirus peregrinus,-37.41973,145.61839,10.0,OCCURRENCE,2021-04-22
Pseudocheirus peregrinus,-37.799412,144.825164,208.0,HUMAN_OBSERVATION,2025-12-03
Pseudocheirus peregrinus,-38.026285,145.319781,10.0,HUMAN_OBSERVATION,2025-03-08
Pseudocheirus peregrinus,-34.914039,138.580006,50.0,HUMAN_OBSERVATION,2025-06-22
Pseudocheirus peregrinus,-38.230809,145.168836,18.0,HUMAN_OBSERVATION,2025-09-06
Pseudocheirus peregrinus,-37.58971,145.71135,10.0,OBSERVATION,2019-06-25
Pseudocheirus peregrinus,-37.85889,145.95255,10.0,OCCURRENCE,2022-01-07
Pseudocheirus peregrinus,-34.9007,138.693175,4.0,HUMAN_OBSERVATION,2026-05-09
Pseudocheirus peregrinus,-38.51718,145.360017,,HUMAN_OBSERVATION,2017-12-22
Pseudocheirus peregrinus,-36.78104,143.35745,100.0,OCCURRENCE,2003-04-23
Pseudocheirus peregrinus,-37.37207,145.65234,10.0,OBSERVATION,2023-05-24
Pseudocheirus peregrinus,-38.18518,146.93713,5.0,OCCURRENCE,2023-02-20
Pseudocheirus peregrinus,-27.490681,153.063467,61.0,HUMAN_OBSERVATION,2022-12-23
Pseudocheirus peregrinus,-37.62428,145.37911,100.0,OCCURRENCE,1988-11-28
Pseudocheirus peregrinus,-38.182429,145.119371,251.0,HUMAN_OBSERVATION,2024-01-24
Pseudocheirus peregrinus,-28.602525,153.470411,30.0,HUMAN_OBSERVATION,2024-04-18
Pseudocheirus peregrinus,-28.83704,153.442177,30.0,HUMAN_OBSERVATION,2016-05-05
Pseudocheirus peregrinus,-26.373478,152.967919,395.0,HUMAN_OBSERVATION,2024-09-27
Pseudocheirus peregrinus,-38.5039,143.721,1.0,MACHINE_OBSERVATION,2022-04-02
Pseudocheirus peregrinus,-28.427811,152.459882,100.0,HUMAN_OBSERVATION,1992-03-24
Pseudocheirus peregrinus,-37.56685,149.57094,100.0,OBSERVATION,1988-12-01
Pseudocheirus peregrinus,-37.72345,149.37625,900.0,MATERIAL_CITATION,1974-01-01
Pseudocheirus peregrinus,-28.590806,153.220086,30.0,HUMAN_OBSERVATION,2014-08-23
Pseudocheirus peregrinus,-37.61663,149.70518,5.0,OCCURRENCE,2025-11-12
Pseudocheirus peregrinus,-27.386075,153.005637,,HUMAN_OBSERVATION,2023-03-08
Pseudocheirus peregrinus,-38.173341,146.266517,526.0,HUMAN_OBSERVATION,2020-10-03
Pseudocheirus peregrinus,-29.201757,152.410199,10.0,HUMAN_OBSERVATION,2016-09-06
Pseudocheirus peregrinus,-37.713092,144.897886,8.0,HUMAN_OBSERVATION,2026-01-03
Pseudocheirus peregrinus,-36.05511,147.47368,900.0,OCCURRENCE,1982-05-29
Pseudocheirus peregrinus,-37.84545,146.35014,10.0,OCCURRENCE,2021-04-23
Pseudocheirus peregrinus,-23.89479,151.08662,300.0,OCCURRENCE,1997-12-01
Pseudocheirus peregrinus,-38.229175,145.176166,9.0,HUMAN_OBSERVATION,2024-08-13
Pseudocheirus peregrinus,-38.601147,145.537532,,HUMAN_OBSERVATION,2021-10-31
Pseudocheirus peregrinus,-37.2538,144.60966,5.0,OCCURRENCE,2024-06-03
Pseudocheirus peregrinus,-27.376727,153.04125,2.0,HUMAN_OBSERVATION,2019-08-22
Pseudocheirus peregrinus,-38.65509,143.733,50.0,OBSERVATION,
Pseudocheirus peregrinus,-38.39827,144.18993,10.0,OCCURRENCE,2018-04-12
Pseudocheirus peregrinus,-37.44126,144.29278,10.0,OCCURRENCE,2022-12-22
Pseudocheirus peregrinus,-41.581834,147.234664,1850.0,OBSERVATION,1975-09-03
Pseudocheirus peregrinus,-37.837098,145.251709,8.0,HUMAN_OBSERVATION,2021-05-03
Pseudocheirus peregrinus,-34.763267,146.587798,20.0,HUMAN_OBSERVATION,2023-08-22
Pseudocheirus peregrinus,-37.64742,145.29473,1000.0,OCCURRENCE,1995-08-16
Pseudocheirus peregrinus,-37.76202,148.26544,100.0,OCCURRENCE,1993-01-26
Pseudocheirus peregrinus,-37.66472,145.12806,900.0,OCCURRENCE,2005-12-06
Pseudocheirus peregrinus,-37.394176,144.265827,10.0,HUMAN_OBSERVATION,2024-11-30
Pseudocheirus peregrinus,-38.182418,145.119265,4.0,HUMAN_OBSERVATION,2025-05-12
Pseudocheirus peregrinus,-38.36718,141.6177,10.0,OCCURRENCE,2023-02-08
Pseudocheirus peregrinus,-38.10333,145.77944,900.0,OCCURRENCE,2007-12-20
Pseudocheirus peregrinus,-37.42588,144.32815,5.0,OCCURRENCE,2023-10-19
Pseudocheirus peregrinus,-37.44212,144.28386,10.0,OCCURRENCE,2023-01-07
Pseudocheirus peregrinus,-38.0168,141.10968,10.0,OBSERVATION,2018-11-10
Pseudocheirus peregrinus,-37.20542,146.90604,100.0,OCCURRENCE,1997-04-29
Pseudocheirus peregrinus,-37.827961,145.306996,6.0,HUMAN_OBSERVATION,2024-04-09
Pseudocheirus peregrinus,-37.65967,147.14243,900.0,OBSERVATION,1988-01-02
Pseudocheirus peregrinus,-37.44633,145.6122,10.0,OCCURRENCE,2020-04-28
Pseudocheirus peregrinus,-38.38925,145.12668,500.0,OCCURRENCE,2013-12-01
Pseudocheirus peregrinus,-28.644321,153.622387,30.0,HUMAN_OBSERVATION,2016-07-10
Pseudocheirus peregrinus,-38.09016,145.64298,900.0,OBSERVATION,1987-02-01
Pseudocheirus peregrinus,-38.0152,144.37084,1000.0,OBSERVATION,2023-01-19
Pseudocheirus peregrinus,-36.959,144.49148,100.0,OBSERVATION,1991-05-22
Pseudocheirus peregrinus,-28.834397,153.440282,30.0,HUMAN_OBSERVATION,2015-12-23
Pseudocheirus peregrinus,-37.25502,144.26952,1.0,OCCURRENCE,2024-02-03
Pseudocheirus peregrinus,-37.48225,144.21929,10.0,OCCURRENCE,2023-01-07
Pseudocheirus peregrinus,-37.2779,144.8856,,HUMAN_OBSERVATION,2025-02-09
Pseudocheirus peregrinus,-37.3941,144.26496,10.0,OBSERVATION,2018-04-02
Pseudocheirus peregrinus,-37.39106,144.267886,10.0,HUMAN_OBSERVATION,2022-01-01
Pseudocheirus peregrinus,-37.55805,145.88548,100.0,OCCURRENCE,1995-06-27
Pseudocheirus peregrinus,-37.5635,145.63251,10.0,OCCURRENCE,2017-09-21
Pseudocheirus peregrinus,-37.79268,144.2023,10.0,OCCURRENCE,2024-04-10
Pseudocheirus peregrinus,-30.004892,151.926906,100.0,HUMAN_OBSERVATION,1992-01-14
Pseudocheirus peregrinus,-38.3554,143.9567,10.0,OCCURRENCE,2023-11-01
Pseudocheirus peregrinus,-28.633805,152.511007,100.0,HUMAN_OBSERVATION,1988-11-17
Pseudocheirus peregrinus,-35.00316,138.65025,500.0,HUMAN_OBSERVATION,2017-02-24
Pseudocheirus peregrinus,-38.14471,141.47102,100.0,OCCURRENCE,1999-02-23
Pseudocheirus peregrinus,-28.330795,153.375323,30.0,HUMAN_OBSERVATION,2023-10-11
Pseudocheirus peregrinus,-37.5235,144.44299,900.0,OBSERVATION,1980-09-27
Pseudocheirus peregrinus,-34.90529,138.58451,50.0,HUMAN_OBSERVATION,2024-03-06
Pseudocheirus peregrinus,-38.21878,144.50667,5.0,OCCURRENCE,2023-03-15
Pseudocheirus peregrinus,-37.393398,144.262705,10.0,HUMAN_OBSERVATION,2019-04-19
Pseudocheirus peregrinus,-27.527943,153.034502,67.0,HUMAN_OBSERVATION,2025-02-23
Pseudocheirus peregrinus,-37.48251,149.33338,10.0,OCCURRENCE,2021-11-09
Pseudocheirus peregrinus,-37.392768,144.262935,10.0,HUMAN_OBSERVATION,2014-01-26
Pseudocheirus peregrinus,-34.998245,138.643751,27.0,HUMAN_OBSERVATION,2020-09-16
Pseudocheirus peregrinus,-41.565161,147.234663,1850.0,OBSERVATION,1975-05-18
Pseudocheirus peregrinus,-37.825407,145.161216,147.0,HUMAN_OBSERVATION,2022-05-02
Pseudocheirus peregrinus,-37.9689,146.34433,10.0,OCCURRENCE,2023-02-13
Pseudocheirus peregrinus,-27.458712,152.999486,1394.0,HUMAN_OBSERVATION,2025-11-29
Pseudocheirus peregrinus,-38.38989,145.12958,500.0,OCCURRENCE,2013-12-01
Pseudocheirus peregrinus,-34.93825,138.6211,50.0,HUMAN_OBSERVATION,2023-11-23
Pseudocheirus peregrinus,-37.53504,144.28896,5.0,OCCURRENCE,2024-02-29
Pseudocheirus peregrinus,-17.211213,145.458145,4.0,HUMAN_OBSERVATION,2026-05-19
Pseudocheirus peregrinus,-36.19411,146.56802,900.0,OCCURRENCE,1984-06-05
Pseudocheirus peregrinus,-37.6742,144.86702,100.0,OCCURRENCE,2008-11-05
Pseudocheirus peregrinus,-27.549988,153.060211,,HUMAN_OBSERVATION,2024-04-02
Pseudocheirus peregrinus,-38.13683,145.263978,4.0,HUMAN_OBSERVATION,2025-03-05
Pseudocheirus peregrinus,-37.3533,145.64132,10.0,OBSERVATION,2023-05-24
Pseudocheirus peregrinus,-35.070142,138.881011,,HUMAN_OBSERVATION,2018-12-28
Pseudocheirus peregrinus,-37.00293,142.71701,100.0,OCCURRENCE,2000-08-25
Pseudocheirus peregrinus,-37.96252,141.55233,10.0,OBSERVATION,2023-10-16
Pseudocheirus peregrinus,-34.906522,138.630613,13.0,HUMAN_OBSERVATION,2025-04-24
Pseudocheirus peregrinus,-38.21418,145.1114,100.0,OCCURRENCE,1990-07-01
Pseudocheirus peregrinus,-29.988745,151.432637,100.0,HUMAN_OBSERVATION,1997-01-14
Pseudocheirus peregrinus,-38.358027,146.387466,2.0,HUMAN_OBSERVATION,2017-03-19
Pseudocheirus peregrinus,-27.329196,152.757186,25.0,HUMAN_OBSERVATION,2018-06-25
Pseudocheirus peregrinus,-37.51474,145.34414,100.0,OBSERVATION,1970-12-25
Pseudocheirus peregrinus,-27.55548,151.96761,50.0,OCCURRENCE,2022-02-10
Pseudocheirus peregrinus,-37.489,145.4461,10.0,OBSERVATION,2023-08-29
Pseudocheirus peregrinus,-37.05232,146.72599,10.0,OCCURRENCE,2023-10-23
Pseudocheirus peregrinus,-30.079163,151.345104,100.0,HUMAN_OBSERVATION,1997-01-18
Pseudocheirus peregrinus,-37.813416,145.343918,,HUMAN_OBSERVATION,2024-02-13
Pseudocheirus peregrinus,-37.64579,145.65614,10.0,OBSERVATION,2020-02-12
Pseudocheirus peregrinus,-37.394122,144.266098,10.0,HUMAN_OBSERVATION,2017-03-13
Pseudocheirus peregrinus,-37.826844,145.162146,10.0,HUMAN_OBSERVATION,2025-03-06
Pseudocheirus peregrinus,-27.549825,153.033543,,HUMAN_OBSERVATION,2021-09-02
Pseudocheirus peregrinus,-16.973076,145.541933,122.0,HUMAN_OBSERVATION,2020-06-10
Pseudocheirus peregrinus,-37.51353,145.36266,50.0,OBSERVATION,2016-03-21
Pseudocheirus peregrinus,-37.7284,143.83543,10.0,OCCURRENCE,2023-04-19
Pseudocheirus peregrinus,-37.4895,145.4457,10.0,OBSERVATION,2023-08-29
Pseudocheirus peregrinus,-37.21587,144.64223,5.0,OCCURRENCE,2024-05-22
Pseudocheirus peregrinus,-36.91325,145.9558,5.0,OCCURRENCE,2024-02-27
Pseudocheirus peregrinus,-36.110278,144.748056,100.0,HUMAN_OBSERVATION,2012-10-15
Pseudocheirus peregrinus,-37.816137,144.886658,5.0,HUMAN_OBSERVATION,2022-07-27
Pseudocheirus peregrinus,-28.843567,153.463907,30.0,HUMAN_OBSERVATION,2015-05-09
Pseudocheirus peregrinus,-36.19075,145.90184,100.0,OCCURRENCE,2004-04-17
Pseudocheirus peregrinus,-37.54419,145.73708,42.0,OCCURRENCE,2022-04-06
Pseudocheirus peregrinus,-34.921805,138.640212,14.0,HUMAN_OBSERVATION,2021-04-01
Pseudocheirus peregrinus,-37.34443,144.28563,10.0,OCCURRENCE,2022-12-05
Pseudocheirus peregrinus,-37.68839,143.72908,5.0,OCCURRENCE,2023-05-01
Pseudocheirus peregrinus,-19.437859,146.407002,101.0,HUMAN_OBSERVATION,2024-07-25
Pseudocheirus peregrinus,-37.36069,144.24015,10.0,OCCURRENCE,2022-12-08
Pseudocheirus peregrinus,-34.921805,138.694153,5.0,HUMAN_OBSERVATION,2024-04-18
Pseudocheirus peregrinus,-26.40651,153.112475,248.0,HUMAN_OBSERVATION,2021-01-04
Pseudocheirus peregrinus,-37.988704,145.030088,,HUMAN_OBSERVATION,2026-05-13
Pseudocheirus peregrinus,-28.626304,153.44593,30.0,HUMAN_OBSERVATION,2017-01-18
Pseudocheirus peregrinus,-37.028149,145.514842,189.0,HUMAN_OBSERVATION,2024-08-03
Pseudocheirus peregrinus,-41.064541,145.959796,1343.0,OBSERVATION,1986-09-16
Pseudocheirus peregrinus,-30.010694,153.183008,30.0,HUMAN_OBSERVATION,2016-02-10
Pseudocheirus peregrinus,-37.57097,145.57842,100.0,OBSERVATION,1998-01-29
Pseudocheirus peregrinus,-36.79016,144.50964,900.0,OBSERVATION,1985-09-15
Pseudocheirus peregrinus,-30.03893,151.896462,100.0,HUMAN_OBSERVATION,1992-01-16
Pseudocheirus peregrinus,-37.8301,144.98035,5.0,OCCURRENCE,2024-03-13
Pseudocheirus peregrinus,-37.96289,140.926,500.0,HUMAN_OBSERVATION,2004-04-21
Pseudocheirus peregrinus,-28.19955,153.189633,200.0,HUMAN_OBSERVATION,2024-10-13
Pseudocheirus peregrinus,-37.788,148.689,400.0,OCCURRENCE,2001-04-13
Pseudocheirus peregrinus,-16.40749,145.05511,900.0,OCCURRENCE,1948-10-01
Pseudocheirus peregrinus,-34.90202,138.702789,1016.0,HUMAN_OBSERVATION,2026-03-31
Pseudocheirus peregrinus,-42.861153,147.285789,,HUMAN_OBSERVATION,2025-08-21
Pseudocheirus peregrinus,-28.839747,153.446996,100.0,HUMAN_OBSERVATION,1991-08-13
Pseudocheirus peregrinus,-30.160699,152.467294,100.0,HUMAN_OBSERVATION,1992-02-03
Pseudocheirus peregrinus,-34.769877,146.586568,20.0,HUMAN_OBSERVATION,2023-08-21
Pseudocheirus peregrinus,-38.05607,144.0431,100.0,OBSERVATION,2002-01-26
Pseudocheirus peregrinus,-37.7646,148.7,500.0,OCCURRENCE,2007-01-01
Pseudocheirus peregrinus,-37.394164,144.265242,10.0,HUMAN_OBSERVATION,2023-02-18
Pseudocheirus peregrinus,-35.28023,138.69071,5.0,HUMAN_OBSERVATION,2019-06-08
Pseudocheirus peregrinus,-37.2085,145.71403,9.0,OCCURRENCE,2012-01-26
Pseudocheirus peregrinus,-37.78094,145.07545,10.0,OBSERVATION,2024-02-29
Pseudocheirus peregrinus,-37.54519,148.65709,5.0,OCCURRENCE,2019-07-23
Pseudocheirus peregrinus,-28.376487,153.105173,100.0,HUMAN_OBSERVATION,1988-04-21
Pseudocheirus peregrinus,-38.37916,144.17429,100.0,OCCURRENCE,2007-10-06
Pseudocheirus peregrinus,-38.31935,145.62341,50.0,OCCURRENCE,2012-04-13
Pseudocheirus peregrinus,-37.36561,145.66268,10.0,OBSERVATION,2023-05-17
Pseudocheirus peregrinus,-36.58284,145.28603,1000.0,OCCURRENCE,1996-06-05
Pseudocheirus peregrinus,-35.9089,144.35999,140.0,OCCURRENCE,1991-06-18
Pseudocheirus peregrinus,-37.391237,144.267895,10.0,HUMAN_OBSERVATION,2021-12-31
Pseudocheirus peregrinus,-37.75613,143.80994,10.0,OCCURRENCE,2023-06-20
Pseudocheirus peregrinus,-28.812413,153.320692,30.0,HUMAN_OBSERVATION,2017-03-19
Pseudocheirus peregrinus,-37.5162,144.2603,90.0,OCCURRENCE,2021-02-03
Pseudocheirus peregrinus,-37.9929,141.53258,100.0,OCCURRENCE,2013-05-12
Pseudocheirus peregrinus,-37.4532,144.32381,160.0,OBSERVATION,2012-11-15
Pseudocheirus peregrinus,-37.84361,147.02337,5.0,OCCURRENCE,2024-08-22
Pseudocheirus peregrinus,-38.3473,143.9459,10.0,OCCURRENCE,2023-11-01
Pseudocheirus peregrinus,-38.4366,144.93703,50.0,OBSERVATION,2012-02-02
Pseudocheirus peregrinus,-17.01487,145.5784,100.0,OCCURRENCE,
Pseudocheirus peregrinus,-34.767222,146.583998,20.0,HUMAN_OBSERVATION,2023-08-21
Pseudocheirus peregrinus,-35.11096,138.70847,5.0,HUMAN_OBSERVATION,2019-04-19
Pseudocheirus peregrinus,-37.392713,144.262956,10.0,HUMAN_OBSERVATION,2023-06-10
Pseudocheirus peregrinus,-37.734696,145.08396,22.0,HUMAN_OBSERVATION,2021-11-01
Pseudocheirus peregrinus,-37.841817,145.112731,8.0,HUMAN_OBSERVATION,2025-09-08
Pseudocheirus peregrinus,-38.17754,146.93542,5.0,OCCURRENCE,2023-02-27
Pseudocheirus peregrinus,-37.59594,145.28684,100.0,OCCURRENCE,1989-11-25
Pseudocheirus peregrinus,-37.42633,144.42517,10.0,OBSERVATION,2021-04-01
Pseudocheirus peregrinus,-27.549447,153.033274,5.0,HUMAN_OBSERVATION,2019-12-02
Pseudocheirus peregrinus,-37.912609,145.371298,1156.0,HUMAN_OBSERVATION,2025-02-07
Pseudocheirus peregrinus,-38.39962,144.205851,41.0,HUMAN_OBSERVATION,2020-09-03
Pseudocheirus peregrinus,-37.796825,144.963137,16.0,HUMAN_OBSERVATION,2026-06-05
Pseudocheirus peregrinus,-29.352775,153.317351,100.0,HUMAN_OBSERVATION,1994-09-18
Pseudocheirus peregrinus,-36.6108,147.88744,100.0,OCCURRENCE,1989-03-07
Pseudocheirus peregrinus,-30.215975,152.865973,475.0,HUMAN_OBSERVATION,2024-09-22
Pseudocheirus peregrinus,-28.20699,153.109142,122.0,HUMAN_OBSERVATION,2018-09-20
Pseudocheirus peregrinus,-35.014817,138.699368,291.0,HUMAN_OBSERVATION,2025-04-01
Pseudocheirus peregrinus,-37.4996,144.53604,10.0,OCCURRENCE,2024-06-12
Pseudocheirus peregrinus,-27.497145,153.014861,21.0,HUMAN_OBSERVATION,2022-04-01
Pseudocheirus peregrinus,-27.459375,153.001342,4.0,HUMAN_OBSERVATION,2023-08-11
Pseudocheirus peregrinus,-26.399783,153.067856,4.0,HUMAN_OBSERVATION,2024-06-06
Pseudocheirus peregrinus,-28.839909,153.434971,30.0,HUMAN_OBSERVATION,2014-06-27
Pseudocheirus peregrinus,-37.394128,144.26429,10.0,HUMAN_OBSERVATION,2014-01-25
Pseudocheirus peregrinus,-37.544282,143.861186,8.0,HUMAN_OBSERVATION,2022-12-04
Pseudocheirus peregrinus,-38.46277,146.34622,100.0,OCCURRENCE,1998-09-10
Pseudocheirus peregrinus,-37.3959,144.2674,10.0,OBSERVATION,2017-01-26
Pseudocheirus peregrinus,-38.22521,141.67669,10.0,OBSERVATION,2019-07-15
Pseudocheirus peregrinus,-27.335085,152.769436,,HUMAN_OBSERVATION,2026-07-16
Pseudocheirus peregrinus,-30.288266,153.127205,198.0,HUMAN_OBSERVATION,2024-08-17
Pseudocheirus peregrinus,-30.282159,150.163743,100.0,HUMAN_OBSERVATION,2009-09-30
