species,latitude,longitude,coordinate_uncertainty_m,basis_of_record,event_date
Phascolarctos cinereus,-37.87332,142.03854,1500.0,OCCURRENCE,1994-08-01
Phascolarctos cinereus,-34.986855,138.737275,3.0,HUMAN_OBSERVATION,2025-10-05
Phascolarctos cinereus,-25.79274,149.89224,5.0,OCCURRENCE,
Phascolarctos cinereus,-18.62872,145.62085,300.0,OCCURRENCE,1998-12-01
Phascolarctos cinereus,-37.909899,147.644073,225.0,HUMAN_OBSERVATION,2023-02-01
Phascolarctos cinereus,-34.891328,138.732632,15.0,HUMAN_OBSERVATION,2025-11-05
Phascolarctos cinereus,-36.665268,149.9337,10.0,HUMAN_OBSERVATION,2012-11-16
Phascolarctos cinereus,-38.2199,146.9239,5.0,OCCURRENCE,2011-10-04
Phascolarctos cinereus,-38.481547,143.915347,,HUMAN_OBSERVATION,2024-03-17
Phascolarctos cinereus,-33.778274,150.006586,100.0,HUMAN_OBSERVATION,2017-07-20
Phascolarctos cinereus,-35.004625,138.658788,,HUMAN_OBSERVATION,2023-10-22
Phascolarctos cinereus,-21.44959,148.86396,100.0,OCCURRENCE,2013-09-27
Phascolarctos cinereus,-36.163264,149.311188,10.0,HUMAN_OBSERVATION,2011-03-24
Phascolarctos cinereus,-35.9336,137.0114,50.0,HUMAN_OBSERVATION,2006-09-28
Phascolarctos cinereus,-31.161306,150.225052,500.0,HUMAN_OBSERVATION,2013-10-01
Phascolarctos cinereus,-21.71062,148.70233,4.0,HUMAN_OBSERVATION,2023-11-04
Phascolarctos cinereus,-35.951279,137.21551,7.0,HUMAN_OBSERVATION,2025-09-11
Phascolarctos cinereus,-34.932641,138.702682,225.0,HUMAN_OBSERVATION,2025-12-27
Phascolarctos cinereus,-34.546593,150.19405,20.0,HUMAN_OBSERVATION,2020-07-13
Phascolarctos cinereus,-36.589826,148.540196,2.0,HUMAN_OBSERVATION,2019-05-27
Phascolarctos cinereus,-38.13045,145.269183,206.0,HUMAN_OBSERVATION,2025-10-08
Phascolarctos cinereus,-35.949626,136.737426,270.0,HUMAN_OBSERVATION,2018-03-31
Phascolarctos cinereus,-32.648384,149.83705,10.0,HUMAN_OBSERVATION,2019-05-25
Phascolarctos cinereus,-34.964258,138.648128,61.0,HUMAN_OBSERVATION,2022-04-15
Phascolarctos cinereus,-37.40404,144.32083,100.0,OCCURRENCE,1995-01-01
Phascolarctos cinereus,-34.970118,138.768093,,HUMAN_OBSERVATION,2013-01-26
Phascolarctos cinereus,-38.2874,141.5137,500.0,OBSERVATION,2015-11-09
Phascolarctos cinereus,-33.602401,149.496966,10.0,HUMAN_OBSERVATION,1997-06-24
Phascolarctos cinereus,-37.31139,143.26639,5.0,OCCURRENCE,2020-06-18
Phascolarctos cinereus,-33.198918,149.185152,10.0,HUMAN_OBSERVATION,2025-09-07
Phascolarctos cinereus,-34.491344,150.156612,50.0,HUMAN_OBSERVATION,2016-04-09
Phascolarctos cinereus,-29.226976,150.198417,10.0,HUMAN_OBSERVATION,2017-06-06
Phascolarctos cinereus,-38.41153,146.42799,20.0,OCCURRENCE,2019-11-30
Phascolarctos cinereus,-21.36988,148.94345,,HUMAN_OBSERVATION,2021-10-07
Phascolarctos cinereus,-34.930259,138.694764,,HUMAN_OBSERVATION,2012-11-27
Phascolarctos cinereus,-38.2452,146.67287,20.0,OBSERVATION,2015-10-06
Phascolarctos cinereus,-31.14024,150.02887,4.0,HUMAN_OBSERVATION,2017-05-01
Phascolarctos cinereus,-19.137467,146.864838,3.0,HUMAN_OBSERVATION,2024-10-25
Phascolarctos cinereus,-37.925969,147.724747,,HUMAN_OBSERVATION,2021-01-05
Phascolarctos cinereus,-22.4434,149.32739,300.0,OCCURRENCE,
Phascolarctos cinereus,-37.8004,144.30109,,HUMAN_OBSERVATION,2020-02-13
Phascolarctos cinereus,-34.968751,138.657624,,HUMAN_OBSERVATION,2012-11-28
Phascolarctos cinereus,-34.921838,138.693818,24.0,HUMAN_OBSERVATION,2023-10-15
Phascolarctos cinereus,-30.991284,149.305164,100.0,HUMAN_OBSERVATION,2000-06-18
Phascolarctos cinereus,-34.893183,138.715467,8.0,HUMAN_OBSERVATION,2025-07-11
Phascolarctos cinereus,-37.921128,147.727643,8.0,HUMAN_OBSERVATION,2019-07-03
Phascolarctos cinereus,-24.9484,149.76777,900.0,OCCURRENCE,1987-01-01
Phascolarctos cinereus,-37.6729,146.35166,5.0,OCCURRENCE,2012-05-28
Phascolarctos cinereus,-38.25866,143.28101,100.0,OBSERVATION,1995-09-19
Phascolarctos cinereus,-34.956806,138.693823,,HUMAN_OBSERVATION,2012-11-28
Phascolarctos cinereus,-32.570641,149.607705,10.0,HUMAN_OBSERVATION,2023-10-10
Phascolarctos cinereus,-30.69301,149.174635,10.0,HUMAN_OBSERVATION,2002-09-21
Phascolarctos cinereus,-30.520325,148.7556,100.0,HUMAN_OBSERVATION,1999-11-23
Phascolarctos cinereus,-37.921013,147.728608,3.0,HUMAN_OBSERVATION,2026-07-29
Phascolarctos cinereus,-34.970367,138.768358,,HUMAN_OBSERVATION,2012-12-10
Phascolarctos cinereus,-37.373633,144.6864,4.0,HUMAN_OBSERVATION,2025-07-14
Phascolarctos cinereus,-33.479725,150.211446,10.0,HUMAN_OBSERVATION,2017-06-28
Phascolarctos cinereus,-33.22308,149.1582,300.0,HUMAN_OBSERVATION,2025-10-30
Phascolarctos cinereus,-35.015755,138.670674,65.0,HUMAN_OBSERVATION,2021-04-05
Phascolarctos cinereus,-37.50058,145.61177,20.0,OCCURRENCE,2020-09-01
Phascolarctos cinereus,-21.52212,148.77819,100.0,OCCURRENCE,
Phascolarctos cinereus,-37.859437,144.25304,66.0,HUMAN_OBSERVATION,2024-03-30
Phascolarctos cinereus,-34.891049,138.724615,8.0,HUMAN_OBSERVATION,2024-06-06
Phascolarctos cinereus,-37.64343,143.87994,109.0,OCCURRENCE,2022-10-15
Phascolarctos cinereus,-37.05895,145.299,100.0,OCCURRENCE,1991-01-01
Phascolarctos cinereus,-23.8651,145.71782,900.0,OCCURRENCE,1900-01-01
Phascolarctos cinereus,-37.756545,145.686855,163.0,HUMAN_OBSERVATION,2023-12-24
Phascolarctos cinereus,-35.003354,138.664048,8.0,HUMAN_OBSERVATION,2025-02-17
Phascolarctos cinereus,-31.265652,150.369823,10.0,HUMAN_OBSERVATION,2009-03-30
Phascolarctos cinereus,-33.591556,149.499575,10.0,HUMAN_OBSERVATION,1998-01-04
Phascolarctos cinereus,-36.547405,144.018349,10.0,HUMAN_OBSERVATION,2012-08-23
Phascolarctos cinereus,-34.764678,146.585839,20.0,HUMAN_OBSERVATION,2023-08-23
Phascolarctos cinereus,-37.91133,144.20358,100.0,OBSERVATION,1995-01-01
Phascolarctos cinereus,-37.876,144.11,300.0,OCCURRENCE,2009-03-23
Phascolarctos cinereus,-37.923261,147.731689,,HUMAN_OBSERVATION,2023-12-16
Phascolarctos cinereus,-37.76366,146.07322,10.0,OCCURRENCE,2024-10-15
Phascolarctos cinereus,-37.953419,144.433255,191.0,HUMAN_OBSERVATION,2019-11-14
Phascolarctos cinereus,-35.11246,138.74315,50.0,HUMAN_OBSERVATION,2022-10-03
Phascolarctos cinereus,-34.871014,138.656909,,HUMAN_OBSERVATION,2026-03-06
Phascolarctos cinereus,-35.89238,137.40799,100.0,HUMAN_OBSERVATION,2019-03-14
Phascolarctos cinereus,-26.83171,149.81782,400.0,OCCURRENCE,1995-11-08
Phascolarctos cinereus,-37.423287,144.248534,,HUMAN_OBSERVATION,2023-10-15
Phascolarctos cinereus,-38.49374,143.77156,1.0,OCCURRENCE,2022-04-01
Phascolarctos cinereus,-26.71924,150.42611,900.0,OCCURRENCE,1971-04-01
Phascolarctos cinereus,-34.916903,150.144658,7.0,HUMAN_OBSERVATION,2020-04-08
Phascolarctos cinereus,-38.25681,146.59297,900.0,OCCURRENCE,1998-07-13
Phascolarctos cinereus,-20.91925,149.44275,2000.0,OCCURRENCE,1994-07-01
Phascolarctos cinereus,-29.162792,150.186188,5.0,HUMAN_OBSERVATION,2019-10-30
Phascolarctos cinereus,-34.739565,146.520032,20.0,HUMAN_OBSERVATION,2023-08-27
Phascolarctos cinereus,-35.020978,138.609362,4.0,HUMAN_OBSERVATION,2025-03-24
Phascolarctos cinereus,-38.37002,145.37,100.0,OBSERVATION,2010-12-02
Phascolarctos cinereus,-38.175455,145.132201,8.0,HUMAN_OBSERVATION,2020-08-24
Phascolarctos cinereus,-31.284502,148.970009,31.0,HUMAN_OBSERVATION,1997-06-24
Phascolarctos cinereus,-34.99952,138.71127,100.0,HUMAN_OBSERVATION,2024-01-24
Phascolarctos cinereus,-34.62353,150.21104,50.0,HUMAN_OBSERVATION,2023-09-01
Phascolarctos cinereus,-34.504356,150.15372,50.0,HUMAN_OBSERVATION,2016-04-08
Phascolarctos cinereus,-31.14237,150.0287,4.0,HUMAN_OBSERVATION,2019-07-27
Phascolarctos cinereus,-37.12811,149.415899,1000.0,HUMAN_OBSERVATION,1960-01-01
Phascolarctos cinereus,-33.643723,149.385579,10.0,HUMAN_OBSERVATION,1998-09-14
Phascolarctos cinereus,-38.819212,143.524548,1345.0,HUMAN_OBSERVATION,2023-11-25
Phascolarctos cinereus,-34.962292,138.729674,,HUMAN_OBSERVATION,2012-11-28
Phascolarctos cinereus,-17.95149,145.55813,10.0,OCCURRENCE,2019-10-29
Phascolarctos cinereus,-21.157757,148.759024,10.0,HUMAN_OBSERVATION,2025-08-22
Phascolarctos cinereus,-37.59594,145.28684,100.0,OCCURRENCE,1989-11-25
Phascolarctos cinereus,-37.639951,144.438387,,OBSERVATION,2012-02-20
Phascolarctos cinereus,-33.321654,149.438052,100.0,HUMAN_OBSERVATION,2017-11-29
Phascolarctos cinereus,-38.37869,146.47177,100.0,OBSERVATION,2002-02-03
Phascolarctos cinereus,-38.265321,145.039801,106.0,HUMAN_OBSERVATION,2024-09-28
Phascolarctos cinereus,-38.360134,146.410644,8.0,HUMAN_OBSERVATION,2015-02-16
Phascolarctos cinereus,-37.1805,146.3125,5.0,OCCURRENCE,2025-07-30
Phascolarctos cinereus,-37.88799,141.57377,5.0,OCCURRENCE,2024-07-04
Phascolarctos cinereus,-34.999104,138.615995,,HUMAN_OBSERVATION,2012-11-28
Phascolarctos cinereus,-33.764062,150.056935,3.0,HUMAN_OBSERVATION,2021-04-16
Phascolarctos cinereus,-22.5843,148.34146,,HUMAN_OBSERVATION,2018-12-01
Phascolarctos cinereus,-37.6235,144.60965,900.0,OBSERVATION,1943-01-01
Phascolarctos cinereus,-38.05607,144.0431,100.0,OBSERVATION,2002-01-26
Phascolarctos cinereus,-19.27549,146.745846,67.0,HUMAN_OBSERVATION,2026-07-02
Phascolarctos cinereus,-21.178292,149.056462,,HUMAN_OBSERVATION,2025-07-06
Phascolarctos cinereus,-35.85978,145.294784,100.0,HUMAN_OBSERVATION,1998-09-29
Phascolarctos cinereus,-37.586691,143.88292,237.0,HUMAN_OBSERVATION,2025-10-17
Phascolarctos cinereus,-34.903537,138.703186,30.0,HUMAN_OBSERVATION,2024-10-20
Phascolarctos cinereus,-29.361515,150.11279,20.0,HUMAN_OBSERVATION,2021-05-13
Phascolarctos cinereus,-35.021767,138.60585,4.0,HUMAN_OBSERVATION,2025-01-29
Phascolarctos cinereus,-36.180387,149.411341,10.0,HUMAN_OBSERVATION,2011-11-25
Phascolarctos cinereus,-34.889715,138.725853,4.0,HUMAN_OBSERVATION,2025-02-13
Phascolarctos cinereus,-35.44,148.94,1000.0,HUMAN_OBSERVATION,2019-03-17
Phascolarctos cinereus,-21.488548,148.806901,,HUMAN_OBSERVATION,2023-04-11
Phascolarctos cinereus,-38.4573,146.8123,5.0,OCCURRENCE,2024-07-08
Phascolarctos cinereus,-36.299472,149.137668,1000.0,HUMAN_OBSERVATION,2023-08-10
Phascolarctos cinereus,-38.315708,142.366608,,HUMAN_OBSERVATION,2019-03-15
Phascolarctos cinereus,-37.065515,145.342654,159.0,HUMAN_OBSERVATION,2024-04-28
Phascolarctos cinereus,-34.70704,135.8375,250.0,HUMAN_OBSERVATION,2017-01-01
Phascolarctos cinereus,-38.345961,145.296281,526.0,HUMAN_OBSERVATION,2013-01-03
Phascolarctos cinereus,-36.153498,149.351047,10.0,HUMAN_OBSERVATION,2021-07-30
Phascolarctos cinereus,-37.73,145.27128,100.0,OBSERVATION,1986-04-01
Phascolarctos cinereus,-31.12511,150.00185,5.0,HUMAN_OBSERVATION,2020-09-09
Phascolarctos cinereus,-21.179618,149.05624,,HUMAN_OBSERVATION,2023-01-01
Phascolarctos cinereus,-38.363004,146.389558,4.0,HUMAN_OBSERVATION,2013-03-03
Phascolarctos cinereus,-31.86089,150.22997,200.0,HUMAN_OBSERVATION,2022-10-02
Phascolarctos cinereus,-38.34318,143.222367,4.0,HUMAN_OBSERVATION,2023-03-01
Phascolarctos cinereus,-38.667038,146.266701,,HUMAN_OBSERVATION,2013-11-15
Phascolarctos cinereus,-38.2402,141.89304,900.0,OBSERVATION,1986-08-23
Phascolarctos cinereus,-33.619151,149.509554,10.0,HUMAN_OBSERVATION,2000-04-30
Phascolarctos cinereus,-33.593295,149.508532,10.0,HUMAN_OBSERVATION,2000-04-14
Phascolarctos cinereus,-38.44889,146.93712,5.0,OCCURRENCE,2023-08-23
Phascolarctos cinereus,-22.63156,149.267456,,HUMAN_OBSERVATION,2023-08-31
Phascolarctos cinereus,-21.561158,148.836316,,HUMAN_OBSERVATION,2015-12-14
Phascolarctos cinereus,-34.53578,150.209554,50.0,HUMAN_OBSERVATION,2015-12-24
Phascolarctos cinereus,-37.99415,146.3504,100.0,OCCURRENCE,1990-12-21
Phascolarctos cinereus,-38.2596,145.15934,100.0,OBSERVATION,2005-10-14
Phascolarctos cinereus,-37.36642,144.25217,1000.0,OCCURRENCE,1991-10-24
Phascolarctos cinereus,-36.109474,149.330907,150.0,HUMAN_OBSERVATION,2021-12-08
Phascolarctos cinereus,-33.609843,149.50342,10.0,HUMAN_OBSERVATION,2001-10-24
Phascolarctos cinereus,-37.952922,147.669678,5.0,HUMAN_OBSERVATION,2022-09-29
Phascolarctos cinereus,-34.486881,150.465304,50.0,HUMAN_OBSERVATION,2018-10-31
Phascolarctos cinereus,-37.61406,144.40393,100.0,OBSERVATION,1988-01-21
Phascolarctos cinereus,-36.4064,146.2077,400.0,OCCURRENCE,2005-10-05
Phascolarctos cinereus,-38.86499,146.00483,100.0,OBSERVATION,1975-11-10
Phascolarctos cinereus,-35.950706,137.215828,,HUMAN_OBSERVATION,2026-03-14
Phascolarctos cinereus,-21.698166,148.691851,,HUMAN_OBSERVATION,2023-10-02
Phascolarctos cinereus,-35.004265,138.723304,,HUMAN_OBSERVATION,2012-11-28
Phascolarctos cinereus,-36.06528,149.311703,7.0,HUMAN_OBSERVATION,2020-05-16
Phascolarctos cinereus,-38.23991,145.25097,15.0,HUMAN_OBSERVATION,2022-08-21
Phascolarctos cinereus,-38.354736,146.387515,2.0,HUMAN_OBSERVATION,2026-05-12
Phascolarctos cinereus,-31.332177,149.96588,1.0,HUMAN_OBSERVATION,1994-11-07
Phascolarctos cinereus,-34.962713,138.696534,,HUMAN_OBSERVATION,2013-11-10
Phascolarctos cinereus,-37.93803,144.22759,100.0,OBSERVATION,1995-01-01
Phascolarctos cinereus,-38.37723,146.86189,5.0,OCCURRENCE,2023-07-03
Phascolarctos cinereus,-36.05161,149.242551,50.0,HUMAN_OBSERVATION,2011-03-03
Phascolarctos cinereus,-37.896778,145.581711,,HUMAN_OBSERVATION,2015-01-18
Phascolarctos cinereus,-36.638926,149.927266,20.0,HUMAN_OBSERVATION,2020-10-19
Phascolarctos cinereus,-33.756215,149.413909,10.0,HUMAN_OBSERVATION,2017-07-03
Phascolarctos cinereus,-34.890946,138.723095,15.0,HUMAN_OBSERVATION,2025-07-11
Phascolarctos cinereus,-35.84059,145.580276,10.0,HUMAN_OBSERVATION,2019-10-16
Phascolarctos cinereus,-34.975958,138.6446,5.0,HUMAN_OBSERVATION,2022-11-21
Phascolarctos cinereus,-31.2675,150.38971,4.0,HUMAN_OBSERVATION,2019-08-02
Phascolarctos cinereus,-38.318104,142.363718,681.0,HUMAN_OBSERVATION,2025-02-21
Phascolarctos cinereus,-35.99539,149.371347,5.0,HUMAN_OBSERVATION,2019-09-23
Phascolarctos cinereus,-34.595939,150.162566,50.0,HUMAN_OBSERVATION,2015-12-30
Phascolarctos cinereus,-34.891809,138.715468,8.0,HUMAN_OBSERVATION,2025-06-16
Phascolarctos cinereus,-34.832675,150.115002,1000.0,HUMAN_OBSERVATION,2002-05-02
Phascolarctos cinereus,-36.868412,149.792412,1000.0,HUMAN_OBSERVATION,1986-10-23
Phascolarctos cinereus,-36.274012,149.393604,7.0,HUMAN_OBSERVATION,2013-10-17
Phascolarctos cinereus,-38.73815,143.57041,10.0,OCCURRENCE,2023-09-06
Phascolarctos cinereus,-34.770971,146.590049,5.0,HUMAN_OBSERVATION,2023-08-21
Phascolarctos cinereus,-38.55663,143.93986,100.0,OCCURRENCE,1997-10-29
Phascolarctos cinereus,-21.68748,148.68785,3.0,HUMAN_OBSERVATION,2025-12-11
Phascolarctos cinereus,-31.180201,150.289877,10.0,HUMAN_OBSERVATION,2012-07-11
Phascolarctos cinereus,-34.68821,138.83157,5.0,HUMAN_OBSERVATION,2020-12-03
Phascolarctos cinereus,-38.738321,143.552856,,HUMAN_OBSERVATION,2011-02-26
Phascolarctos cinereus,-24.97062,149.91777,150.0,OCCURRENCE,1982-01-01
Phascolarctos cinereus,-34.902276,138.707035,73.0,HUMAN_OBSERVATION,2025-09-15
Phascolarctos cinereus,-38.2519,146.979,100.0,OCCURRENCE,1998-09-09
Phascolarctos cinereus,-35.81478,136.97837,50.0,HUMAN_OBSERVATION,2018-04-01
Phascolarctos cinereus,-34.997656,138.643079,,HUMAN_OBSERVATION,2012-11-28
Phascolarctos cinereus,-36.465599,149.988062,6.0,HUMAN_OBSERVATION,2012-03-22
Phascolarctos cinereus,-37.25929,143.28096,100.0,OCCURRENCE,1993-01-01
Phascolarctos cinereus,-37.285,144.0945,160.0,OCCURRENCE,2018-12-19
Phascolarctos cinereus,-33.670394,149.327959,10.0,HUMAN_OBSERVATION,2017-07-05
Phascolarctos cinereus,-34.490902,150.175995,10.0,HUMAN_OBSERVATION,2015-12-09
Phascolarctos cinereus,-37.71464,145.15025,100.0,OBSERVATION,1990-08-03
Phascolarctos cinereus,-36.603747,149.956995,5.0,HUMAN_OBSERVATION,2013-06-19
Phascolarctos cinereus,-35.004568,138.660358,,HUMAN_OBSERVATION,2012-11-28
Phascolarctos cinereus,-38.834524,143.506802,,HUMAN_OBSERVATION,2021-04-28
Phascolarctos cinereus,-33.598384,149.491839,10.0,HUMAN_OBSERVATION,1999-09-22
Phascolarctos cinereus,-37.583977,143.89078,105.0,HUMAN_OBSERVATION,2024-08-29
Phascolarctos cinereus,-37.859222,144.189445,7.0,HUMAN_OBSERVATION,2023-02-28
Phascolarctos cinereus,-34.892921,138.721144,15.0,HUMAN_OBSERVATION,2024-01-21
Phascolarctos cinereus,-35.27164,138.55406,50.0,HUMAN_OBSERVATION,2016-11-28
Phascolarctos cinereus,-32.665112,149.481717,10.0,HUMAN_OBSERVATION,2018-09-25
Phascolarctos cinereus,-36.604701,149.449766,1000.0,HUMAN_OBSERVATION,1975-01-01
Phascolarctos cinereus,-21.42922,148.88742,,HUMAN_OBSERVATION,2023-05-02
Phascolarctos cinereus,-21.77818,148.89,5.0,OCCURRENCE,
Phascolarctos cinereus,-37.64203,144.85399,100.0,OCCURRENCE,1989-02-01
Phascolarctos cinereus,-38.53739,145.9497,100.0,OCCURRENCE,2000-06-02
Phascolarctos cinereus,-31.25382,150.19785,4.0,HUMAN_OBSERVATION,2016-09-09
Phascolarctos cinereus,-38.6265,146.40158,20.0,OCCURRENCE,2020-04-24
Phascolarctos cinereus,-38.532797,146.598444,3.0,HUMAN_OBSERVATION,2014-07-18
Phascolarctos cinereus,-34.95,138.6667,,MATERIAL_SAMPLE,2007-04-17
Phascolarctos cinereus,-34.508259,150.199692,50.0,HUMAN_OBSERVATION,2015-11-24
Phascolarctos cinereus,-36.354907,149.917109,100.0,HUMAN_OBSERVATION,1987-06-25
Phascolarctos cinereus,-36.27347,146.34294,900.0,OBSERVATION,1986-10-20
Phascolarctos cinereus,-38.39237,142.538605,5.0,HUMAN_OBSERVATION,2016-11-16
Phascolarctos cinereus,-30.754527,149.24307,10.0,HUMAN_OBSERVATION,2002-12-03
Phascolarctos cinereus,-38.44248,146.88061,5.0,OCCURRENCE,2022-08-17
Phascolarctos cinereus,-35.013901,138.651625,,HUMAN_OBSERVATION,2012-11-28
Phascolarctos cinereus,-38.790163,143.619261,25.0,HUMAN_OBSERVATION,2017-07-06
Phascolarctos cinereus,-34.863011,138.691987,,HUMAN_OBSERVATION,2012-11-28
Phascolarctos cinereus,-35.811515,145.557272,30.0,HUMAN_OBSERVATION,2024-04-26
Phascolarctos cinereus,-38.333912,142.638304,990.0,HUMAN_OBSERVATION,2025-01-18
Phascolarctos cinereus,-35.035299,150.040434,100.0,HUMAN_OBSERVATION,2023-02-02
Phascolarctos cinereus,-38.668473,143.860553,19.0,HUMAN_OBSERVATION,2023-01-14
Phascolarctos cinereus,-37.6596,144.3208,16.0,OCCURRENCE,2011-09-05
Phascolarctos cinereus,-38.22958,145.33464,2000.0,OCCURRENCE,
Phascolarctos cinereus,-30.462892,149.040802,10.0,HUMAN_OBSERVATION,2002-09-19
Phascolarctos cinereus,-21.90485,148.78152,50.0,OCCURRENCE,2023-05-23
Phascolarctos cinereus,-36.4911,146.661,1.0,MACHINE_OBSERVATION,2023-02-13
Phascolarctos cinereus,-34.757469,146.565801,8.0,HUMAN_OBSERVATION,2019-03-03
Phascolarctos cinereus,-22.58833,148.32724,,HUMAN_OBSERVATION,2019-12-13
Phascolarctos cinereus,-21.618123,148.712356,,HUMAN_OBSERVATION,2021-11-06
Phascolarctos cinereus,-30.778021,148.970207,10.0,HUMAN_OBSERVATION,2009-10-15
Phascolarctos cinereus,-21.209242,149.067124,,HUMAN_OBSERVATION,2018-09-14
Phascolarctos cinereus,-36.165836,149.313332,10.0,HUMAN_OBSERVATION,2011-03-24
Phascolarctos cinereus,-34.77092,146.589319,5.0,HUMAN_OBSERVATION,2023-08-21
Phascolarctos cinereus,-34.965431,138.704027,,HUMAN_OBSERVATION,2012-11-28
Phascolarctos cinereus,-38.768839,143.508848,,HUMAN_OBSERVATION,2024-02-06
Phascolarctos cinereus,-34.455079,150.166244,50.0,HUMAN_OBSERVATION,2015-11-30
Phascolarctos cinereus,-37.969301,140.928762,911.0,HUMAN_OBSERVATION,2025-10-12
Phascolarctos cinereus,-37.389042,144.267998,10.0,HUMAN_OBSERVATION,2009-09-14
Phascolarctos cinereus,-38.845443,143.532598,222.0,HUMAN_OBSERVATION,2013-11-19
Phascolarctos cinereus,-37.60049,143.83146,52.0,OCCURRENCE,2019-08-11
Phascolarctos cinereus,-36.9592,145.79698,10.0,OBSERVATION,2022-07-29
Phascolarctos cinereus,-36.084063,149.233721,1000.0,HUMAN_OBSERVATION,2003-06-11
Phascolarctos cinereus,-24.43177,145.46783,900.0,OCCURRENCE,1930-01-01
Phascolarctos cinereus,-24.93693,148.10527,30.0,OCCURRENCE,2014-08-30
Phascolarctos cinereus,-33.205263,149.17572,,HUMAN_OBSERVATION,2026-03-23
Phascolarctos cinereus,-38.318812,142.363497,,HUMAN_OBSERVATION,2024-07-14
Phascolarctos cinereus,-38.733222,145.939565,,HUMAN_OBSERVATION,2019-07-06
Phascolarctos cinereus,-35.004028,138.659207,50.0,HUMAN_OBSERVATION,2025-10-26
Phascolarctos cinereus,-34.768177,146.581601,100.0,HUMAN_OBSERVATION,1998-04-19
Phascolarctos cinereus,-21.692541,148.68759,,HUMAN_OBSERVATION,2021-10-23
Phascolarctos cinereus,-38.288885,145.007927,134.0,HUMAN_OBSERVATION,2025-05-23
Phascolarctos cinereus,-36.088697,149.393998,150.0,HUMAN_OBSERVATION,2021-10-08
Phascolarctos cinereus,-34.89365,138.62519,169.0,HUMAN_OBSERVATION,2025-05-19
Phascolarctos cinereus,-32.896964,149.53432,20.0,HUMAN_OBSERVATION,2017-11-13
Phascolarctos cinereus,-19.128256,146.855711,8.0,HUMAN_OBSERVATION,2021-01-20
Phascolarctos cinereus,-32.790055,149.710731,100.0,HUMAN_OBSERVATION,1990-01-01
Phascolarctos cinereus,-33.272422,150.219332,10.0,HUMAN_OBSERVATION,2021-07-26
Phascolarctos cinereus,-38.438512,142.921662,4.0,HUMAN_OBSERVATION,2022-10-27
Phascolarctos cinereus,-30.61685,148.983342,100.0,HUMAN_OBSERVATION,1984-11-10
Phascolarctos cinereus,-36.437362,149.342874,2.0,HUMAN_OBSERVATION,2018-05-14
Phascolarctos cinereus,-22.816397,147.600696,,HUMAN_OBSERVATION,2019-03-09
Phascolarctos cinereus,-38.13797,141.36433,5.0,OCCURRENCE,2020-10-28
Phascolarctos cinereus,-37.80712,144.18889,10.0,OCCURRENCE,2024-04-10
Phascolarctos cinereus,-34.9308,138.718075,,HUMAN_OBSERVATION,2012-11-28
Phascolarctos cinereus,-32.676904,149.923113,5.0,HUMAN_OBSERVATION,2025-12-31
Phascolarctos cinereus,-30.887518,150.043701,,HUMAN_OBSERVATION,2013-11-25
Phascolarctos cinereus,-30.6219,149.188698,10.0,HUMAN_OBSERVATION,2002-07-11
Phascolarctos cinereus,-35.911253,136.811553,,HUMAN_OBSERVATION,2019-01-26
Phascolarctos cinereus,-34.499565,150.152729,50.0,HUMAN_OBSERVATION,2016-02-17
Phascolarctos cinereus,-34.62199,138.78609,50.0,HUMAN_OBSERVATION,2024-04-04
Phascolarctos cinereus,-38.633799,145.723674,100.0,HUMAN_OBSERVATION,2025-12-05
Phascolarctos cinereus,-36.91846,145.51501,50.0,OBSERVATION,1999-03-07
Phascolarctos cinereus,-35.086873,138.676993,30.0,HUMAN_OBSERVATION,2025-01-06
Phascolarctos cinereus,-36.088005,149.228858,20.0,HUMAN_OBSERVATION,2023-10-26
Phascolarctos cinereus,-35.00447,138.645429,27.0,HUMAN_OBSERVATION,2026-03-09
Phascolarctos cinereus,-38.65152,146.202117,16.0,HUMAN_OBSERVATION,2021-12-22
Phascolarctos cinereus,-37.59464,143.89863,52.0,OCCURRENCE,2023-03-30
Phascolarctos cinereus,-21.43812,148.8745,5.0,OCCURRENCE,
Phascolarctos cinereus,-37.88848,144.01099,50.0,OCCURRENCE,2018-07-01
Phascolarctos cinereus,-35.155527,138.582153,61.0,HUMAN_OBSERVATION,2008-10-12
Phascolarctos cinereus,-38.667717,143.855065,382.0,HUMAN_OBSERVATION,2016-05-05
Phascolarctos cinereus,-36.299138,149.322825,10.0,HUMAN_OBSERVATION,2022-08-30
